,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,exists
325,PG1091,"On Heroes, Hero-Worship, and the Heroic in History","Carlyle, Thomas",1795.0,1881.0,['en'],1699,"{'Heroes', 'Hero worship'}",,False
326,PG580,The Pickwick Papers,"Dickens, Charles",1812.0,1870.0,['en'],1691,"{'Male friendship -- Fiction', 'England -- Fiction', 'Humorous stories', 'Men -- Societies and clubs -- Fiction'}",,False
327,PG1170,Anabasis,Xenophon,-431.0,-355.0,['en'],1689,"{'Classical literature', 'Greece -- History -- Expedition of Cyrus, 401 B.C.', 'Cyrus, the Younger, approximately 423 B.C.-401 B.C.', 'Iran -- History -- To 640'}",,False
328,PG4081,The Alchemist,"Jonson, Ben",,1637.0,['en'],1683,"{'Alchemists -- Drama', 'English drama -- 17th century', 'City and town life -- Drama', 'London (England) -- Drama', 'English drama (Comedy)'}",,False
329,PG969,The Tenant of Wildfell Hall,"Brontë, Anne",1820.0,1849.0,['en'],1679,"{'Landlord and tenant -- Fiction', 'Alcoholics -- Fiction', 'England -- Fiction', 'Domestic fiction', 'Married women -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction'}",,False
330,PG49513,"The Complete Herbal: To which is now added, upwards of one hundred additional herbs, with a display of their medicinal and occult qualities physically applied to the cure of all disorders incident to mankind: to which are now first annexed, the English physician enlarged, and key to Physic.","Culpeper, Nicholas",1616.0,1654.0,['en'],1676,"{'Medicinal plants -- England', 'Botany, Medical -- England', 'Herbs -- Therapeutic use', 'Botany, Medical', 'Materia medica, Vegetable', 'Medicinal plants'}",,False
331,PG5921,"The History of Don Quixote, Volume 1, Complete","Cervantes Saavedra, Miguel de",1547.0,1616.0,['en'],1676,"{'Romances', 'Knights and knighthood -- Spain -- Fiction', 'Picaresque literature', 'Spain -- Social life and customs -- 16th century -- Fiction'}",,False
332,PG25420,The Early History of the Airplane,"Wright, Orville",1871.0,1948.0,['en'],1675,{'Airplanes'},,False
333,PG23218,The Red Room,"Wells, H. G. (Herbert George)",1866.0,1946.0,['en'],1672,{'Short stories'},,False
334,PG55317,The Meditations of the Emperor Marcus Aurelius Antoninus: A new rendering based on the Foulis translation of 1742,"Marcus Aurelius, Emperor of Rome",121.0,180.0,['en'],1671,"{'Life', 'Ethics', 'Stoics'}",,False
335,PG4320,An Enquiry Concerning the Principles of Morals,"Hume, David",1711.0,1776.0,['en'],1660,"{'Ethics', 'Conduct of life'}",,False
336,PG3206,Moby Multiple Language Lists of Common Words,"Ward, Grady",1951.0,,['en'],1659,{'Words and phrase lists -- English'},,False
337,PG45634,Myths of the Cherokee: Extract from the Nineteenth Annual Report of the Bureau of American Ethnology,"Mooney, James",1861.0,1921.0,['en'],1655,"{'Cherokee mythology', 'Cherokee Indians -- Folklore', 'Tales -- Southern States', 'Legends -- Southern States', 'Cherokee Indians -- History'}",,False
338,PG128,The Arabian Nights Entertainments,"Lang, Andrew",1844.0,1912.0,['en'],1651,"{'Folklore -- Arab countries', 'Fairy tales -- Arab countries', 'Tales -- Arab countries', 'Arabs -- Folklore', 'Fairy tales', ""Children's stories""}",,False
339,PG71894,The retreat of the ten thousand,"Witt, C. (Carl)",1815.0,1891.0,['en'],1651,"{'Iran -- History -- To 640', 'Greece -- History -- Expedition of Cyrus, 401 B.C.', 'Cyrus, the Younger, approximately 423 B.C.-401 B.C.'}",,False
340,PG20411,The Witch-cult in Western Europe: A Study in Anthropology,"Murray, Margaret Alice",1863.0,1963.0,['en'],1649,"{'Ethnology', 'Witchcraft -- Great Britain'}",,False
341,PG883,Our Mutual Friend,"Dickens, Charles",1812.0,1870.0,['en'],1645,"{'Poor families -- Fiction', 'Love stories', 'Satire', 'Deception -- Fiction', 'London (England) -- Fiction', 'Social classes -- Fiction', 'Inheritance and succession -- Fiction'}",,False
342,PG18857,A Journey to the Centre of the Earth,"Verne, Jules",1828.0,1905.0,['en'],1642,"{'Earth (Planet) -- Core -- Fiction', 'Adventure stories', 'Science fiction', 'Voyages, Imaginary -- Fiction'}",,False
343,PG71807,The story of rope : $b The history and the modern development of rope-making,Plymouth Cordage Company,,,['en'],1642,{'Rope'},,False
344,PG1515,The Merchant of Venice,"Shakespeare, William",1564.0,1616.0,['en'],1642,"{'Venice (Italy) -- Drama', 'Jews -- Italy -- Drama', 'Moneylenders -- Drama', 'Comedies'}",,False
345,PG222,The Moon and Sixpence,"Maugham, W. Somerset (William Somerset)",1874.0,1965.0,['en'],1638,"{'Psychological fiction', 'Painters -- Fiction', 'England -- Fiction', 'Tahiti (French Polynesia : Island) -- Fiction'}",,False
346,PG71818,Roman pictures,"Lubbock, Percy",1879.0,1965.0,['en'],1636,"{'British -- Italy -- Rome -- Fiction', 'Rome (Italy) -- Fiction'}",,False
347,PG1672,Gorgias,Plato,-428.0,-348.0,['en'],1635,"{'Ethics -- Early works to 1800', 'Classical literature', 'Political science -- Early works to 1800'}",,False
348,PG71810,The burning world,"Budrys, Algis",1931.0,2008.0,['en'],1633,"{'Political fiction', 'Science fiction'}",,False
349,PG66057,The Tale of Genji,Murasaki Shikibu,,,['en'],1632,"{'Aristocracy (Social class) -- Japan -- Fiction', 'Japan -- Social life and customs -- To 1600 -- Fiction', 'Man-woman relationships -- Fiction', 'Japanese fiction -- To 1600 -- Translations into English', 'Princes -- Japan -- Fiction', 'Japan -- Court and courtiers -- Fiction'}",,False
350,PG6081,Biographia Literaria,"Coleridge, Samuel Taylor",1772.0,1834.0,['en'],1628,"{'Aesthetics', 'Poetry', 'Wordsworth, William, 1770-1850. Lyrical ballads', 'Criticism'}",,False
351,PG9622,"Lyrical Ballads, With a Few Other Poems (1798)","Coleridge, Samuel Taylor",1772.0,1834.0,['en'],1628,{'English poetry -- 18th century'},,False
352,PG71856,"The boy mechanic, book 3 : $b 800 things for boys to do",,,,['en'],1627,"{'Handicraft', 'Handicraft for boys'}",,False
353,PG32415,The Nursery Rhymes of England,,,,['en'],1625,"{'Oral tradition -- England', 'Nursery rhymes, English'}",,False
354,PG42796,The Box-Car Children,"Warner, Gertrude Chandler",1890.0,1979.0,['en'],1623,"{'Families -- Juvenile fiction', 'Siblings -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Boxcar children (Fictitious characters) -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}",,False
355,PG6157,"What Men Live By, and Other Tales","Tolstoy, Leo, graf",1828.0,1910.0,['en'],1619,"{'Peasants -- Russia -- Fiction', 'Russia -- Fiction'}",,False
356,PG39293,The Gentlemen's Book of Etiquette and Manual of Politeness: Being a Complete Guide for a Gentleman's Conduct in All His Relations Towards Society,"Hartley, Cecil B.",,,['en'],1618,"{'Men -- Conduct of life', 'Etiquette for men', 'Etiquette'}",,False
357,PG503,The Blue Fairy Book,"Lang, Andrew",1844.0,1912.0,['en'],1617,"{'Folklore', 'Fairy tales'}",,False
358,PG10609,English Literature: Its History and Its Significance for the Life of the English-Speaking World,"Long, William J. (William Joseph)",1867.0,1952.0,['en'],1612,{'English literature -- History and criticism'},,False
359,PG38326,Bede's Ecclesiastical History of England,"Bede, the Venerable, Saint",673.0,735.0,['en'],1612,{'England -- Church history -- 449-1066'},,False
360,PG71853,Manhattan Transfer,"Dos Passos, John",1896.0,1970.0,['en'],1609,"{'Psychological fiction', 'New York (N.Y.) -- Fiction', 'Manhattan (New York, N.Y.) -- Fiction', 'Immigrants -- Fiction', 'Rich people -- Fiction', 'Social problems -- Fiction'}",,False
361,PG39804,Thalaba the Destroyer,"Southey, Robert",1774.0,1843.0,['en'],1609,{'English poetry'},,False
362,PG10897,The Wendigo,"Blackwood, Algernon",1869.0,1951.0,['en'],1607,{'Horror tales'},,False
363,PG39452,The Pilgrim's Progress by John Bunyan Every Child Can Read,"Bunyan, John",1628.0,1688.0,['en'],1607,"{'Christian pilgrims and pilgrimages -- Juvenile literature', 'Christian life -- Juvenile literature'}",,False
364,PG1280,Spoon River Anthology,"Masters, Edgar Lee",1868.0,1950.0,['en'],1606,{'American poetry'},,False
365,PG2009,"The Origin of Species by Means of Natural Selection: Or, the Preservation of Favoured Races in the Struggle for Life, 6th Edition","Darwin, Charles",1809.0,1882.0,['en'],1601,"{'Evolution (Biology)', 'Natural selection'}",,False
366,PG71806,Shuddering castle,"Fauley, Wilbur Finley",1872.0,1942.0,['en'],1601,"{'Mystery fiction', 'New York (N.Y.) -- Fiction', 'Mars (Planet) -- Fiction', 'Science fiction', 'Long Island (N.Y.) -- Fiction', 'Radio broadcasting -- Fiction'}",,False
367,PG40986,"The Oera Linda Book, from a Manuscript of the Thirteenth Century",,,,['en'],1597,{'Frisian language -- Texts'},,False
368,PG2490,Lamia,"Keats, John",1795.0,1821.0,['en'],1595,{'English poetry -- 19th century'},,False
369,PG10636,The Travels of Marco Polo — Volume 1,"Polo, Marco",1254.0,1324.0,['en'],1592,"{'Voyages and travels', 'Polo, Marco, 1254-1323?', 'Asia -- Description and travel -- Early works to 1800', 'Mongols -- History'}",,False
370,PG19725,"The History of Rome, Books 01 to 08",Livy,-58.0,16.0,['en'],1587,{'Rome -- History'},,False
371,PG55387,One Hundred Proofs That the Earth Is Not a Globe,"Carpenter, William",1830.0,1896.0,['en'],1585,{'Earth (Planet) -- Miscellanea'},,False
372,PG71821,Beyond our control,"Garrett, Randall",1927.0,1987.0,['en'],1585,"{'Human-alien encounters -- Fiction', 'Satellites -- Fiction', 'Short stories', 'Science fiction'}",,False
373,PG71850,"The Inquisition revealed : $b in its origin, policy, cruelties, and history, with memoirs of its victims in France, Spain, Portugal, Italy, England, India, and other countries","Timpson, Thomas",1790.0,1860.0,['en'],1582,{'Inquisition'},,False
374,PG71816,The lost charm,"Norton, Roy",1869.0,1942.0,['en'],1577,"{'Mystery fiction', 'Short stories', 'Gold miners -- Fiction', 'Robbery -- Fiction', 'Western stories'}",,False
375,PG12753,The Legends of King Arthur and His Knights,"Knowles, James, Sir",1831.0,1908.0,['en'],1575,"{'Knights and knighthood -- Folklore', 'Folklore -- England', 'Arthur, King -- Legends', 'Arthurian romances -- Adaptations'}",,False
376,PG2446,An Enemy of the People,"Ibsen, Henrik",1828.0,1906.0,['en'],1562,"{'Social conflict -- Drama', 'Springs -- Drama', 'Physicians -- Drama', 'Pollution -- Drama', 'Norwegian drama -- Translations into English'}",,False
377,PG208,Daisy Miller: A Study,"James, Henry",1843.0,1916.0,['en'],1559,"{'Psychological fiction', 'Americans -- Europe -- Fiction', 'Europe -- Fiction', 'Young women -- Fiction'}",,False
378,PG1155,The Secret Adversary,"Christie, Agatha",1890.0,1976.0,['en'],1555,"{'Private investigators -- England -- Fiction', 'Detective and mystery stories', 'Married people -- Fiction', 'Missing persons -- Fiction', 'Domestic fiction', 'Beresford, Tuppence (Fictitious character) -- Fiction', 'Beresford, Tommy (Fictitious character) -- Fiction'}",,False
379,PG1658,Phaedo,Plato,-428.0,-348.0,['en'],1554,"{'Immortality (Philosophy) -- Early works to 1800', 'Classical literature'}",,False
380,PG43452,The Master of Game: The Oldest English Book on Hunting,"Edward, of Norwich",,1415.0,['en'],1552,{'Hunting -- Early works to 1800'},,False
381,PG12814,Philippine Folk Tales,,,,['en'],1551,"{'Tales -- Philippines', 'Folklore -- Philippines'}",,False
382,PG3289,The Valley of Fear,"Doyle, Arthur Conan",1859.0,1930.0,['en'],1551,"{'Detective and mystery stories', 'Holmes, Sherlock (Fictitious character) -- Fiction', 'Private investigators -- England -- Fiction'}",,False
383,PG1526,"Twelfth Night; Or, What You Will","Shakespeare, William",1564.0,1616.0,['en'],1547,"{'Mistaken identity -- Drama', 'Illyria -- Drama', 'Comedies', 'Shipwreck survival -- Drama', 'Twins -- Drama', 'Siblings -- Drama'}",,False
384,PG60093,Cane,"Toomer, Jean",1894.0,1967.0,['en'],1545,"{'Southern States -- Fiction', 'African Americans -- Fiction'}",,False
385,PG6688,The Mill on the Floss,"Eliot, George",1819.0,1880.0,['en'],1543,"{'Psychological fiction', 'Love stories', 'Siblings -- Fiction', 'Water mills -- Fiction', 'England -- Fiction', 'Domestic fiction', 'Young women -- Fiction', 'Vendetta -- Fiction', 'Conflict of generations -- Fiction', 'Loss (Psychology) -- Fiction'}",,False
386,PG27200,Fairy Tales of Hans Christian Andersen,"Andersen, H. C. (Hans Christian)",1805.0,1875.0,['en'],1540,"{""Children's stories, Danish -- Translations into English"", 'Fairy tales', 'Short stories', 'Fairy tales -- Denmark'}",,False
387,PG131,"The Pilgrim's Progress from this world to that which is to come: Delivered under the similitude of a dream, by John Bunyan","Bunyan, John",1628.0,1688.0,['en'],1539,"{'Christian fiction', 'Christian pilgrims and pilgrimages -- Fiction'}",,False
388,PG1653,The Imitation of Christ,"Thomas, à Kempis",1380.0,1471.0,['en'],1536,"{'Catholic Church -- Doctrines -- Early works to 1800', 'Spiritual life -- Catholic Church -- Early works to 1800', 'Meditations -- Early works to 1800'}",,False
389,PG2048,The Sketch-Book of Geoffrey Crayon,"Irving, Washington",1783.0,1859.0,['en'],1534,"{'Catskill Mountains Region (N.Y.) -- Fiction', 'England -- Social life and customs -- 19th century', 'Irving, Washington, 1783-1859 -- Travel -- England', 'Americans -- England -- History -- 19th century', 'Fantasy fiction, American', 'Hudson River Valley (N.Y. and N.J.) -- Fiction'}",,False
390,PG43855,"Franklin's Way to Wealth; or, ""Poor Richard Improved""","Franklin, Benjamin",1706.0,1790.0,['en'],1533,"{'Maxims, American', 'Success'}",,False
391,PG17957,On the Sublime,"Longinus, active 1st century",,,['en'],1522,"{'Rhetoric, Ancient', 'Sublime, The'}",,False
392,PG32474,"The Memoirs of the Conquistador Bernal Diaz del Castillo, Vol 1 (of 2): Written by Himself Containing a True and Full Account of the Discovery and Conquest of Mexico and New Spain.","Díaz del Castillo, Bernal",1496.0,1584.0,['en'],1520,"{'Mexico -- History -- Conquest, 1519-1540'}",,False
393,PG7986,"Plays by Anton Chekhov, Second Series","Chekhov, Anton Pavlovich",1860.0,1904.0,['en'],1520,"{'Chekhov, Anton Pavlovich, 1860-1904 -- Translations into English', 'Russian drama -- Translations into English'}",,False
394,PG66048,The Interpretation of Dreams,"Freud, Sigmund",1856.0,1939.0,['en'],1516,"{'Dream interpretation', 'Psychoanalysis'}",,False
395,PG71859,Accept no substitutes,"Sheckley, Robert",1928.0,2005.0,['en'],1513,"{'Androids -- Fiction', 'Short stories', 'Science fiction'}",,False
396,PG71848,Rogues and vagabonds,"MacKenzie, Compton",1883.0,1972.0,['en'],1503,"{'Theater -- Great Britain -- Fiction', 'Families -- Fiction'}",,False
397,PG1695,The Man Who Was Thursday: A Nightmare,"Chesterton, G. K. (Gilbert Keith)",1874.0,1936.0,['en'],1502,"{'Detective and mystery stories', 'Anarchists -- Fiction', 'London (England) -- Fiction', 'Fantasy fiction', 'Allegories', 'Police -- Fiction'}",,False
398,PG25833,The Great Controversy Between Christ and Satan,"White, Ellen Gould Harmon",1827.0,1915.0,['en'],1501,"{'Spiritual direction', 'Good and evil', 'Seventh-Day Adventists -- Doctrines'}",,False
399,PG71918,The overlord's thumb,"Silverberg, Robert",1935.0,,['en'],1500,"{'Human-alien encounters -- Fiction', 'Life on other planets -- Fiction', 'Short stories', 'Science fiction'}",,False
400,PG885,An Ideal Husband,"Wilde, Oscar",1854.0,1900.0,['en'],1499,"{'London (England) -- Drama', 'Comedies'}",,False
401,PG30201,In Praise of Folly: Illustrated with Many Curious Cuts,"Erasmus, Desiderius",1469.0,1536.0,['en'],1498,{'Folly -- Early works to 1800'},,False
402,PG14568,Sir Gawayne and the Green Knight: An Alliterative Romance-Poem (c. 1360 A.D.),,,,"['en', 'enm']",1498,"{'Arthurian romances', 'Gawain (Legendary character) -- Romances'}",,False
403,PG20480,Palmistry for All,Cheiro,1866.0,1936.0,['en'],1497,{'Palmistry'},,False
404,PG41617,A Complete Guide to Heraldry,"Fox-Davies, Arthur Charles",1871.0,1928.0,['en'],1497,{'Heraldry -- Great Britain'},,False
405,PG5682,Fundamental Principles of the Metaphysic of Morals,"Kant, Immanuel",1724.0,1804.0,['en'],1496,"{'Ethics', 'Philosophy, German'}",,False
406,PG20321,"A Brief Account of the Destruction of the Indies: Or, a faithful NARRATIVE OF THE Horrid and Unexampled Massacres, Butcheries, and all manner of Cruelties, that Hell and Malice could invent, committed by the Popish Spanish Party on the inhabitants of West-India, TOGETHER With the Devastations of several Kingdoms in America by Fire and Sword, for the space of Forty and Two Years, from the time of its first Discovery by them.","Casas, Bartolomé de las",1484.0,1566.0,['en'],1494,"{'Indians, Treatment of -- Latin America', 'Spain -- Colonies -- America'}",,False
407,PG42719,"A Treatise on Wood Engraving, Historical and Practical","Bohn, Henry G. (Henry George)",1796.0,1884.0,['en'],1493,{'Wood-engraving'},,False
408,PG16269,Thought-Forms,"Besant, Annie",1847.0,1933.0,['en'],1489,"{'Thought and thinking -- Religious aspects -- Theosophy', 'Theosophy -- Doctrines'}",,False
409,PG1292,The Way of the World,"Congreve, William",1670.0,1729.0,['en'],1487,{'English drama (Comedy)'},,False
410,PG42704,Salomé: A Tragedy in One Act,"Wilde, Oscar",1854.0,1900.0,['en'],1486,"{'Salome (Biblical figure) -- Drama', 'Tragedies'}",,False
411,PG43936,The Wonderful Wizard of Oz,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,['en'],1485,"{'Dreams -- Juvenile fiction', 'Toto (Fictitious character) -- Juvenile fiction', 'Good and evil -- Juvenile fiction', 'Gale, Dorothy (Fictitious character) -- Juvenile fiction', 'Cyclones -- Juvenile fiction', 'Cowardly Lion (Fictitious character) -- Juvenile fiction', 'Wizard of Oz (Fictitious character) -- Juvenile fiction', 'Oz (Imaginary place) -- Juvenile fiction', 'Courage -- Juvenile fiction', 'Witches -- Juvenile fiction', 'Home -- Juvenile fiction', 'Scarecrow (Fictitious character from Baum) -- Juvenile fiction', 'Fantasy literature', 'Tin Woodman (Fictitious character) -- Juvenile fiction'}",,False
412,PG13707,Twice-told tales,"Hawthorne, Nathaniel",1804.0,1864.0,['en'],1484,"{'Historical fiction, American', 'New England -- Social life and customs -- Fiction', 'Short stories'}",,False
413,PG64908,What Is Art?,"Tolstoy, Leo, graf",1828.0,1910.0,['en'],1482,"{'Arts and morals', 'Arts -- Philosophy'}",,False
414,PG3160,The Odyssey,Homer,-750.0,-650.0,['en'],1479,"{'Epic poetry, Greek -- Translations into English', 'Homer -- Translations into English', 'Odysseus, King of Ithaca (Mythological character) -- Poetry'}",,False
415,PG1519,Much Ado about Nothing,"Shakespeare, William",1564.0,1616.0,['en'],1475,"{'Messina (Italy) -- Drama', 'Courtship -- Drama', 'Rejection (Psychology) -- Drama', 'Conspiracies -- Drama', 'Comedies'}",,False
416,PG6762,Politics: A Treatise on Government,Aristotle,-384.0,-322.0,['en'],1475,{'Political science -- Early works to 1800'},,False
417,PG14314,Etiquette,"Post, Emily",1873.0,1960.0,['en'],1474,{'Etiquette'},,False
418,PG6867,"Lineage, Life and Labors of José Rizal, Philippine Patriot","Craig, Austin",1872.0,1949.0,['en'],1474,"{'Rizal, José, 1861-1896'}",,False
419,PG71779,The language of flowers : $b The floral offering ; a token of affection and esteem ; comprising the language and poetry of flowers,"Dumont, Henrietta",,,['en'],1466,"{'Flower language', 'Flowers in literature'}",,False
420,PG389,The Great God Pan,"Machen, Arthur",1863.0,1947.0,['en'],1466,"{'Horror tales', 'Paranormal fiction'}",,False
421,PG10150,Dracula's Guest,"Stoker, Bram",1847.0,1912.0,['en'],1463,"{'Gothic fiction', 'Horror tales', 'Short stories'}",,False
422,PG55687,The Initiates of the Flame,"Hall, Manly P. (Manly Palmer)",1901.0,1990.0,['en'],1463,"{'Occultism', 'Symbolism'}",,False
423,PG18251,Latin for Beginners,"D'Ooge, Benjamin L. (Benjamin Leonard)",1860.0,1940.0,['en'],1460,"{'Latin language -- Grammar -- Problems, exercises, etc.'}",,False
424,PG830,The Argonautica,"Apollonius, Rhodius",,,['en'],1457,"{'Argonauts (Greek mythology)', 'Classical literature', 'Jason -- (Mythological character)', 'Medea, consort of Aegeus, King of Athens (Mythological character)'}",,False
425,PG6593,"History of Tom Jones, a Foundling","Fielding, Henry",1707.0,1754.0,['en'],1457,"{'Bildungsromans', 'Identity (Psychology) -- Fiction', 'Foundlings -- Fiction', 'Humorous stories', 'England -- Fiction', 'Young men -- Fiction'}",,False
426,PG805,This Side of Paradise,"Fitzgerald, F. Scott (Francis Scott)",1896.0,1940.0,['en'],1457,"{'Love stories', 'Bildungsromans', 'College students -- Fiction', 'Young men -- Fiction', 'Children of the rich -- Fiction', 'Advertising -- Fiction', 'World War, 1914-1918 -- Veterans -- Fiction'}",,False
427,PG38488,Folk-Tales of Bengal,"Day, Lal Behari",1826.0,1894.0,['en'],1456,"{'Bengali (South Asian people) -- Folklore', 'Tales -- India -- Bengal'}",,False
428,PG3567,Memoirs of Napoleon Bonaparte — Complete,"Bourrienne, Louis Antoine Fauvelet de",1769.0,1834.0,['en'],1450,"{'Bourrienne, Louis Antoine Fauvelet de, 1769-1834', 'Napoleon I, Emperor of the French, 1769-1821', 'Napoleon I, Emperor of the French, 1769-1821 -- Contemporaries', 'Private secretaries -- France -- Biography', 'Napoleon I, Emperor of the French, 1769-1821 -- Relations with private secretaries'}",,False
429,PG14264,The Practice and Science of Drawing,"Speed, Harold",1873.0,1957.0,['en'],1448,{'Drawing'},,False
430,PG36258,The Beautiful People,"Beaumont, Charles",1929.0,1967.0,['en'],1446,"{'Teenage girls -- Fiction', 'Identity (Psychology) -- Fiction', 'Short stories', 'Science fiction'}",,False
431,PG5402,1811 Dictionary of the Vulgar Tongue,"Grose, Francis",,1791.0,['en'],1444,{'English language -- Slang -- Dictionaries'},,False
432,PG71888,Lives of the apostles of Jesus Christ,"Bacon, David Francis",1813.0,1865.0,['en'],1441,{'Apostles'},,False
433,PG71928,"The gunsmith's manual : $b A complete handbook for the American gunsmith, being a practical guide to all branches of the trade","Harrison, Wm. B. (William B.)",,,['en'],1440,{'Gunsmithing'},,False
434,PG32032,Second Variety,"Dick, Philip K.",1928.0,1982.0,['en'],1437,"{'War stories', 'Robots -- Fiction', 'Science fiction'}",,False
435,PG38219,A General Introduction to Psychoanalysis,"Freud, Sigmund",1856.0,1939.0,['en'],1436,{'Psychoanalysis'},,False
436,PG18947,"The Younger Edda; Also called Snorre's Edda, or The Prose Edda",Snorri Sturluson,,1241.0,['en'],1435,"{'Mythology, Norse', 'Scalds and scaldic poetry'}",,False
437,PG65903,Psychology of the Unconscious: A Study of the Transformations and Symbolisms of the Libido. A Contribution to the History of the Evolution of Thought,"Jung, C. G. (Carl Gustav)",1875.0,1961.0,['en'],1431,"{'Psychoanalysis', 'Mother and child', 'Libido (Psychology)', 'Subconsciousness', 'Symbolism (Psychology)'}",,False
438,PG71857,The beast of boredom,"Smith, Richard Rein",1930.0,,['en'],1428,"{'Martians -- Fiction', 'Mars (Planet) -- Fiction', 'Short stories', 'Science fiction', 'Time travel -- Fiction'}",,False
439,PG41537,The Divine Comedy of Dante Alighieri: The Inferno,Dante Alighieri,1265.0,1321.0,['en'],1419,"{'Italian poetry -- To 1400 -- Translations into English', 'Epic poetry, Italian -- Translations into English', 'Hell'}",,False
440,PG25609,A Child's Garden of Verses,"Stevenson, Robert Louis",1850.0,1894.0,['en'],1417,"{""Children's poetry, English""}",,False
441,PG1079,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",1713.0,1768.0,['en'],1411,"{'Stream of consciousness fiction', 'Experimental fiction', 'Infants -- Fiction', 'Fiction -- Authorship -- Fiction', 'Fetus -- Fiction'}",,False
442,PG204,The Innocence of Father Brown,"Chesterton, G. K. (Gilbert Keith)",1874.0,1936.0,['en'],1409,"{'England -- Fiction', 'Brown, Father (Fictitious character) -- Fiction', 'Detective and mystery stories, English', 'Clergy -- Fiction', 'Catholics -- Fiction'}",,False
443,PG2911,Justice,"Galsworthy, John",1867.0,1933.0,['en'],1409,"{'English drama', 'Tragedies'}",,False
444,PG2017,"Dhammapada, a Collection of Verses; Being One of the Canonical Books of the Buddhists",,,,['en'],1409,"{'Buddhism', 'Theravada Buddhism -- Sacred texts'}",,False
445,PG1081,Dead Souls,"Gogol, Nikolai Vasilevich",1809.0,1852.0,['en'],1408,"{'Swindlers and swindling -- Russia -- Fiction', 'Russia -- Social life and customs -- 1533-1917 -- Fiction', 'Satire', 'Humorous stories'}",,False
446,PG1268,The Mysterious Island,"Verne, Jules",1828.0,1905.0,['en'],1407,"{'Islands of the Pacific -- Fiction', 'Adventure stories', 'Castaways -- Fiction', 'Science fiction'}",,False
447,PG33870,Chess Fundamentals,"Capablanca, José Raúl",1888.0,1942.0,['en'],1405,{'Chess'},,False
448,PG71879,The Tarzan twins,"Burroughs, Edgar Rice",1875.0,1950.0,['en'],1404,"{'Jungles -- Juvenile fiction', 'Africa -- Juvenile fiction', 'Cousins -- Juvenile fiction', 'Boys -- Juvenile fiction', 'Adventure stories', 'Tarzan (Fictitious character) -- Juvenile fiction'}",,False
449,PG1252,Le Morte d'Arthur: Volume 2,"Malory, Thomas, Sir",,1471.0,['en'],1403,"{'Arthur, King -- Legends', 'Arthurian romances'}",,False
450,PG4039,"Volpone; Or, The Fox","Jonson, Ben",,1637.0,['en'],1398,"{'Venice (Italy) -- Drama', 'English drama -- 17th century', 'Extortion -- Drama', 'Satire, English', 'Inheritance and succession -- Drama', 'English drama (Comedy)'}",,False
451,PG610,Idylls of the King,"Tennyson, Alfred Tennyson, Baron",1809.0,1892.0,['en'],1396,"{'Knights and knighthood -- Poetry', 'Arthurian romances -- Adaptations', 'Arthur, King -- Poetry'}",,False
452,PG1321,The Waste Land,"Eliot, T. S. (Thomas Stearns)",1888.0,1965.0,['en'],1396,"{'Prose poems', 'Poetry'}",,False
453,PG16119,"Doctrina Christiana: The first book printed in the Philippines, Manila, 1593.",,,,"['en', 'es', 'tl']",1395,"{'Tagalog language -- Texts', 'Catholic Church -- Catechisms -- Spanish', 'Catholic Church -- Catechisms -- Tagalog', 'Block books -- Facsimiles'}",,False
454,PG6400,"The Lives of the Twelve Caesars, Complete",Suetonius,,,['en'],1394,"{'Rome -- History -- Empire, 30 B.C.-284 A.D.', 'Emperors -- Rome -- Biography -- Early works to 1800'}",,False
455,PG657,The Anglo-Saxon Chronicle,,,,['en'],1393,"{'Anglo-Saxons -- Early works to 1800', 'Great Britain -- History -- Anglo-Saxon period, 449-1066 -- Sources'}",,False
456,PG71973,The shades of Toffee,"Farrell, Henry",1920.0,2006.0,['en'],1391,"{'Spouses -- Fiction', 'Subconsciousness -- Fiction', 'Science fiction', 'Fantasy fiction'}",,False
457,PG48320,Adventures of Sherlock Holmes: Illustrated,"Doyle, Arthur Conan",1859.0,1930.0,['en'],1390,"{'Holmes, Sherlock (Fictitious character) -- Fiction', 'Private investigators -- England -- Fiction', 'Detective and mystery stories, English'}",,False
458,PG71936,Pen and pencil sketches of Faröe and Iceland : $b With an appendix containing translations from the Icelandic and 51 illustrations engraved on wood by W. J. Linton,"Symington, Andrew James",1825.0,1898.0,['en'],1387,"{'Faroe Islands', 'Iceland -- Description and travel', 'Folklore -- Iceland'}",,False
459,PG22400,"Fox's Book of Martyrs: Or A History of the Lives, Sufferings, and Triumphant; Deaths of the Primitive Protestant Martyrs","Foxe, John",1516.0,1587.0,['en'],1386,"{'Martyrs', 'Persecution', 'Church history'}",,False
